step,x,theta,force
460,-0.024467499476419383,0.0048011972360829875,0.0027466658528397473
461,-0.025102048881408184,0.004894492724828652,0.003357036042359691
462,-0.025717015054262563,0.004986644635226129,0.003662221137119663
463,-0.026310519270396907,0.005075383498465143,0.003357036042359691
464,-0.026884493446217555,0.005164149014401771,0.003662221137119663
465,-0.027437057550318555,0.00525064296323938,0.003662221137119663
466,-0.027968237043353494,0.005335425484437015,0.004272591326639607
467,-0.02847424576645379,0.005413326009948828,0.004577776421399579
468,-0.028953202554393407,0.005482021363283108,0.004272591326639607
469,-0.02940703523569423,0.005544861310316061,0.003967406231879635
470,-0.029837668998162224,0.005605137526151162,0.003662221137119663
471,-0.03024702734976475,0.005666104733713999,0.003967406231879635
472,-0.030633222095958375,0.005725285115046396,0.003967406231879635
473,-0.030996270723983713,0.005783063394013866,0.004577776421399579
474,-0.03133237924207217,0.005834096662936026,0.004577776421399579
475,-0.03164156422309556,0.005878749524795724,0.004577776421399579
476,-0.03192384030520005,0.005917344018968945,0.004577776421399579
477,-0.03217922029639244,0.005950161922014259,0.004272591326639607
478,-0.032409620749839885,0.005980304954213615,0.003967406231879635
479,-0.03261695656161791,0.006010838382002824,0.003967406231879635
480,-0.0328012363775911,0.00604195241804358,0.004272591326639607
481,-0.03296056347282574,0.006070981565991504,0.004272591326639607
482,-0.03309494677178613,0.006098122166526602,0.004577776421399579
483,-0.03320248911825407,0.006120699232601322,0.004577776421399579
484,-0.03328319829706572,0.006138884031678516,0.004272591326639607
485,-0.03333898626665943,0.0061556772039178965,0.005188146610919523
486,-0.033364141795330565,0.00616261899196329,0.005188146610919523
487,-0.033358669700007774,0.00615981536780119,0.004882961516159551
488,-0.033324477454356044,0.006150168306501633,0.004577776421399579
489,-0.03326346973669366,0.0061365182855985315,0.004272591326639607
490,-0.0331775492624487,0.006121662598222806,0.004272591326639607
491,-0.03306671211638609,0.006105515107890444,0.004272591326639607
492,-0.03293095403744791,0.006087982069930223,0.004272591326639607
493,-0.03277027039404646,0.006068961587931063,0.004577776421399579
494,-0.032582750674537655,0.006045484851190628,0.003967406231879635
495,-0.032372200388537796,0.006023148175987454,0.004272591326639607
496,-0.032136707319571335,0.005998945244431498,0.004577776421399579
497,-0.03187435957804588,0.005969876931852251,0.004577776421399579
498,-0.031585150221725346,0.005935790508556088,0.004272591326639607
499,-0.03127097639564683,0.005899360715762491,0.004577776421399579
500,-0.03092992283986492,0.005857514281948278,0.003967406231879635
501,-0.03056579007094476,0.0058157376706379615,0.004272591326639607
502,-0.030176660603117283,0.00577090864122485,0.004272591326639607
503,-0.029762522453510323,0.0057227635682717505,0.004272591326639607
504,-0.029323362763707752,0.005671019564463755,0.004272591326639607
505,-0.028859167724130746,0.005615372817033148,0.004577776421399579
506,-0.028368017009572755,0.00555263862361393,0.004577776421399579
507,-0.027849894658511197,0.005482465831937757,0.004577776421399579
508,-0.02730478267646762,0.005404458565224289,0.003967406231879635
509,-0.026736471902506765,0.005323890371204636,0.003662221137119663
510,-0.026146845445442286,0.005243127181138997,0.003967406231879635
511,-0.025533974712152067,0.005158802398358622,0.004272591326639607
512,-0.024895931053181133,0.005067548192638433,0.003662221137119663
513,-0.024236501249365532,0.004974548820072205,0.003967406231879635
514,-0.0235537536420189,0.00487637024715086,0.003357036042359691
515,-0.022851472524507477,0.004778141997939083,0.003357036042359691
516,-0.02212962973641995,0.004679244535147331,0.003662221137119663
517,-0.02138629161841603,0.004576199813586127,0.003967406231879635
518,-0.020619524318755723,0.00446552556174413,0.003662221137119663
519,-0.019831203765447728,0.004349429728937474,0.003357036042359691
520,-0.019023203698466155,0.004230072122978042,0.0030518509475997192
521,-0.01819739630307522,0.00410957834322862,0.003357036042359691
522,-0.017351841858707393,0.003984337004927641,0.003357036042359691
523,-0.016486505803864175,0.0038535877541176853,0.0024414807580797754
524,-0.015607068672011726,0.0037251148952869174,0.0027466658528397473
525,-0.014711587475059105,0.003595235157410581,0.0027466658528397473
526,-0.013800025363220364,0.0034631378394914215,0.0030518509475997192
527,-0.012870439597102384,0.003325145152063724,0.0021362956633198035
528,-0.011928508745317251,0.003188998156971535,0.0024414807580797754
529,-0.010972287741568287,0.0030509678698984366,0.0027466658528397473
530,-0.009999832048498709,0.0029073369500513153,0.0027466658528397473
531,-0.009011102074650517,0.0027572343858952453,0.0021362956633198035
532,-0.008009867595337578,0.0026054702599969883,0.0021362956633198035
533,-0.006996085556785651,0.0024510973844301884,0.0021362956633198035
534,-0.005969712428571065,0.0022931580862704496,0.0018311105685598315
535,-0.0049326094189149385,0.00213353645248532,0.0021362956633198035
536,-0.003882825739203825,0.001968377621359076,0.0021362956633198035
537,-0.0028203156051009384,0.0017966743369161014,0.0015259254737998596
538,-0.0017488426185383427,0.0016231008527681768,0.0012207403790398877
539,-0.0006702630174707223,0.001449431903485358,0.0015259254737998596
540,0.0004173784712501697,0.001271713969451298,0.0012207403790398877
541,0.0015122261734058738,0.001091709383227765,0.0012207403790398877
542,0.002614331063538279,0.0009082966999665498,0.0012207403790398877
543,0.0037237447720895175,0.0007203400455085024,0.0006103701895199438
544,0.004836708931666901,0.0005323985005695295,0.0009155552842799158
545,0.0059551829411541865,0.0003404277820112467,0.0006103701895199438
546,0.007077315219688943,0.00014610016369491345,0.0003051850947599719
547,0.008201255341996276,-4.8937504803586474e-05,0.0003051850947599719
548,0.009327059046574226,-0.00024591147771870707,0.0
549,0.010452876787768225,-0.00044319425808600737,0.0
550,0.011578765063101409,-0.0006420287991332991,-0.0006103701895199438
551,0.012700969483091174,-0.0008379435398603874,-0.0006103701895199438
552,0.013819547078978561,-0.001032193174634695,-0.0006103701895199438
553,0.014934554044517198,-0.001226013973203999,-0.0012207403790398877
554,0.016042235120518656,-0.001414915238110534,-0.0015259254737998596
555,0.017140740412709292,-0.0015972617980014585,-0.0015259254737998596
556,0.018230124103477578,-0.0017742456682789405,-0.0015259254737998596
557,0.019310438495127508,-0.0019470175026111347,-0.0009155552842799158
558,0.020385545326497615,-0.0021224105678743915,-0.0018311105685598315
559,0.021449777691327346,-0.002292940419926967,-0.0018311105685598315
560,0.022503185897526777,-0.0024597138353728222,-0.0015259254737998596
561,0.023547724345120747,-0.002626665125740516,-0.0021362956633198035
562,0.024579629895402706,-0.002789130230231642,-0.0021362956633198035
563,0.02559895043499257,-0.002948162656985542,-0.0024414807580797754
564,0.026603827076958197,-0.0031019293860654108,-0.0024414807580797754
565,0.02759430543667922,-0.0032514339569482036,-0.0027466658528397473
566,0.02856852413265061,-0.0033947884650842525,-0.0024414807580797754
567,0.029528431533843855,-0.0035357945425061026,-0.0030518509475997192
568,0.03047025778615314,-0.003669640370718862,-0.0030518509475997192
569,0.0313940433347356,-0.003797215741087827,-0.0030518509475997192
570,0.03229982657090719,-0.003919365261610026,-0.0030518509475997192
571,0.03318764408736376,-0.0040368939717443575,-0.003662221137119663
572,0.034053719949115976,-0.0041448562590443595,-0.0030518509475997192
573,0.03490189883862918,-0.0042497101788115796,-0.0030518509475997192
574,0.035732211722800875,-0.00435213700578691,-0.0030518509475997192
575,0.03654468867690337,-0.004452798399882807,-0.003357036042359691
576,0.03733745359483036,-0.0045494825045492215,-0.003662221137119663
577,0.038108629864413365,-0.004639966325804094,-0.003357036042359691
578,0.038860150702825065,-0.004727718170265386,-0.003357036042359691
579,0.039592042063606885,-0.004813309019336352,-0.004272591326639607
580,0.04029861266257904,-0.004888718029440305,-0.004272591326639607
581,0.04097988705041037,-0.004954485310127712,-0.004272591326639607
582,0.0416358868572141,-0.005011086719823196,-0.003662221137119663
583,0.04227044191624273,-0.00506465365709585,-0.003662221137119663
584,0.04288356846255915,-0.005115543295463739,-0.003357036042359691
585,0.043477187345056394,-0.0051669518495813735,-0.003662221137119663
586,0.04404940767615137,-0.00521634225996254,-0.003967406231879635
587,0.04459833871730341,-0.005261180743441195,-0.004882961516159551
588,0.04511827818327975,-0.005293204409195124,-0.005493331705679495
589,0.04560542796769157,-0.005306979833369671,-0.004577776421399579
590,0.046065513708053604,-0.005311283656766073,-0.004272591326639607
591,0.046500444839542056,-0.0053090609931360925,-0.003967406231879635
592,0.04691212808050669,-0.005303197186650517,-0.003967406231879635
593,0.04730056279341201,-0.005293678211530123,-0.003967406231879635
594,0.04766574729632446,-0.005280467065128282,-0.003967406231879635
595,0.04800767885888905,-0.005263503679422867,-0.004577776421399579
596,0.04832254272388063,-0.005236988315460719,-0.004272591326639607
597,0.0486122395094656,-0.0052036721140469745,-0.003967406231879635
598,0.04887866709406133,-0.005166245940322728,-0.004272591326639607
599,0.04911991043745216,-0.005121641370190803,-0.003967406231879635
600,0.04933786428853684,-0.00507248041879715,-0.003967406231879635
601,0.049532515853236384,-0.0050184816158571465,-0.0030518509475997192
602,0.04970956748319056,-0.004967909307391655,-0.0027466658528397473
603,0.049870909174466495,-0.0049232809356891056,-0.003662221137119663
604,0.05001080996866677,-0.004875702801816405,-0.003662221137119663
605,0.050129257064963566,-0.004824893286049697,-0.003967406231879635
606,0.05022433133194186,-0.004767693961912389,-0.004577776421399579
607,0.05029220722653874,-0.004698067816524327,-0.004272591326639607
608,0.05033477382628231,-0.004618512094622541,-0.003967406231879635
609,0.05035391664446722,-0.004531445625276699,-0.003967406231879635
610,0.05034961286168221,-0.004436366384144724,-0.0024414807580797754
611,0.05033136492885103,-0.004347015941779004,-0.0021362956633198035
612,0.05030105106006187,-0.004265652522352886,-0.0030518509475997192
613,0.05025292917213714,-0.004183137699842587,-0.003662221137119663
614,0.050183164957101484,-0.004093241642781827,-0.003967406231879635
615,0.0500898292614624,-0.003992585452107029,-0.003357036042359691
616,0.04997670727059493,-0.0038863182608737837,-0.0021362956633198035
617,0.04985139205530973,-0.003785237718877085,-0.0018311105685598315
618,0.04971575862126041,-0.0036915314594657645,-0.0027466658528397473
619,0.04956406151878125,-0.0035959870146667064,-0.0027466658528397473
620,0.04939627387010651,-0.0034980130707102136,-0.0027466658528397473
621,0.049212368270187004,-0.00339700671427992,-0.0015259254737998596
622,0.04901993856147904,-0.003303782547803042,-0.0018311105685598315
623,0.04881705028678691,-0.003214844983929703,-0.0018311105685598315
624,0.048603676707000165,-0.0031296057542911392,-0.0027466658528397473
625,0.04837407585338265,-0.003038928995634628,-0.0030518509475997192
626,0.048126317790140885,-0.0029394186077168908,-0.0021362956633198035
627,0.04786609296763498,-0.002839077042242463,-0.0015259254737998596
628,0.047597183816583344,-0.002742992796749249,-0.0018311105685598315
629,0.0473176560697013,-0.0026476744722847456,-0.0018311105685598315
630,0.04702748216730577,-0.002552515752045664,-0.0021362956633198035
631,0.046724729282541226,-0.0024540569320963025,-0.0009155552842799158
632,0.046416992068576586,-0.002363130419026856,-0.0012207403790398877
633,0.046102336797979336,-0.0022762566925329493,-0.0021362956633198035
634,0.04577502092949676,-0.002184287316168454,-0.0021362956633198035
635,0.04543501954503651,-0.002086674092927369,-0.0021362956633198035
636,0.045082306264904504,-0.001982836670872053,-0.0006103701895199438
637,0.04472638052655458,-0.001886450206742956,-0.0003051850947599719
638,0.044369118033986486,-0.001799717687213167,-0.0009155552842799158
639,0.0440066801665079,-0.0017163144397674408,-0.0015259254737998596
640,0.043635231072122575,-0.0016299767081401609,-0.0018311105685598315
641,0.04325284134089021,-0.001537319969364616,-0.0018311105685598315
642,0.042859486208476086,-0.0014377994094662003,-0.0009155552842799158
643,0.042460855560484075,-0.0013394050234111798,-0.0003051850947599719
644,0.042060731826618215,-0.0012472252684751345,-0.0006103701895199438
645,0.04165718129714059,-0.0011577810239150207,-0.0012207403790398877
646,0.0412463665571237,-0.001064774154698296,-0.0012207403790398877
647,0.04082826195130093,-0.000967640245001267,0.0003051850947599719
648,0.04041236824077043,-0.0008800835472092838,0.0
649,0.03999675207722925,-0.0007986328934590746,-0.0003051850947599719
650,0.03957948285928159,-0.0007198775496489937,-0.0009155552842799158
651,0.03915672624912483,-0.000637587081064548,-0.0009155552842799158
652,0.038728459657404055,-0.0005512645219019827,-0.0003051850947599719
653,0.03829847045628426,-0.00046610706094873727,0.0
654,0.03786863937373336,-0.0003844282130374054,0.0
655,0.03743894198415652,-0.0003056906139845203,-0.0003051850947599719
656,0.037007449371930144,-0.0002265206189933021,-0.0003051850947599719
657,0.03657413895282753,-0.00014642137459735505,-0.0003051850947599719
658,0.03613898801859723,-6.489329880899944e-05,0.0
659,0.03570387908225453,1.5710822469079886e-05,0.0003051850947599719
660,0.03527069424699291,9.304721953488575e-05,0.0
661,0.03483750490541216,0.00017048275571549806,0.0003051850947599719
662,0.03440619436299657,0.00024564721081064215,0.0003051850947599719
663,0.03397674040898577,0.0003190292219378334,0.0003051850947599719
664,0.033549121484029366,0.00039110309515151,0.0009155552842799158
665,0.03312712751561447,0.0004566154257754875,0.0
666,0.032705021367479534,0.0005245957121075091,0.0003051850947599719
667,0.03228468973657508,0.0005925991214815593,0.0003051850947599719
668,0.031866113124181854,0.00066105462609671,0.0003051850947599719
669,0.03144927202495176,0.0007303913440546262,0.0003051850947599719
670,0.03103414680386725,0.0008010412462749007,0.0003051850947599719
671,0.030620717573158974,0.0008734418643305798,0.0003051850947599719
672,0.03020896406840547,0.0009480390162849182,0.0009155552842799158
673,0.029802676498435154,0.0010195731067011902,0.0012207403790398877
674,0.02940373895426321,0.0010856566319551598,0.0009155552842799158
675,0.029010225430105025,0.001149599220246027,0.0009155552842799158
676,0.028622116971259184,0.00121181787508827,0.0009155552842799158
677,0.028239395237111508,0.0012727160901486471,0.0003051850947599719
678,0.027858231406326407,0.0013384029392425516,0.0006103701895199438
679,0.02748051349917985,0.0014064044756546923,0.0012207403790398877
680,0.027110033649928707,0.0014714187418811654,0.0012207403790398877
681,0.026746772353707586,0.0015338748448618404,0.0012207403790398877
682,0.02639071096249344,0.0015941830411035384,0.0012207403790398877
683,0.026041831562025216,0.0016527374444506495,0.0012207403790398877
684,0.02570011685413032,0.0017099186149053612,0.0012207403790398877
685,0.025365550043681295,0.0017660960455839867,0.0009155552842799158
686,0.025036209242042945,0.001824488791062671,0.0012207403790398877
687,0.024713983823310807,0.0018825931181767877,0.0012207403790398877
688,0.024398857038746037,0.001940777499901711,0.0012207403790398877
689,0.024090812222344396,0.001999408589202759,0.0015259254737998596
690,0.023791738172427825,0.002055995318653738,0.0012207403790398877
691,0.023499712584607067,0.0021137658907653405,0.0015259254737998596
692,0.023216624715409986,0.0021702191572335727,0.0012207403790398877
693,0.022940552507349568,0.002228577889688588,0.0012207403790398877
694,0.02267147976803866,0.0022891983223717258,0.0012207403790398877
695,0.02240938975856024,0.002352448713460595,0.0018311105685598315
696,0.02215807606543986,0.0024129951467458744,0.0018311105685598315
697,0.021917520546559353,0.0024712367490002858,0.0018311105685598315
698,0.021687705835385634,0.002527555584292713,0.0018311105685598315
699,0.021468615226488796,0.0025823191725830425,0.0018311105685598315
700,0.021260232565954416,0.0026358829006469697,0.0018311105685598315
701,0.021062542145967658,0.002688592341223635,0.0015259254737998596
702,0.020873623116041573,0.0027436437159244725,0.0015259254737998596
703,0.020693460357648318,0.0028013696347177867,0.0024414807580797754
704,0.020527754540806978,0.002853542827612225,0.0021362956633198035
705,0.020374583621175252,0.002903385780377118,0.0021362956633198035
706,0.02023393263390583,0.0029512277201136253,0.0021362956633198035
707,0.020105787282542264,0.002997383169458481,0.0021362956633198035
708,0.01999013384458613,0.003042154024097086,0.0021362956633198035
709,0.01988695908128204,0.003085831537487346,0.0021362956633198035
710,0.019796250151024555,0.0031286982259038595,0.0018311105685598315
711,0.01971608903934058,0.0031738879224338587,0.0018311105685598315
712,0.019646463450884933,0.00322167112702332,0.0021362956633198035
713,0.019589265910419665,0.003269474783174203,0.0024414807580797754
714,0.019546388198699367,0.0033147422011358557,0.0027466658528397473
715,0.019519722090492967,0.0033549168212716977,0.0027466658528397473
716,0.019509254601652596,0.003390284294295649,0.0024414807580797754
717,0.01951306872257771,0.003423956347134064,0.0024414807580797754
718,0.019531154308814715,0.0034561561584938055,0.0021362956633198035
719,0.019561596216041588,0.0034899544209962374,0.0021362956633198035
720,0.01960438520845578,0.003525554324085978,0.0021362956633198035
721,0.019659511591779966,0.0035631691438493935,0.0030518509475997192
722,0.01973268161319834,0.003594448891157931,0.0030518509475997192
723,0.019823884483535475,0.003619630927031314,0.0024414807580797754
724,0.01992930025872136,0.0036446290573234814,0.0027466658528397473
725,0.020050827201794342,0.0036667439774739595,0.0030518509475997192
726,0.02019036362847054,0.0036832752230512977,0.0024414807580797754
727,0.020344092223607623,0.0037000787653216987,0.0030518509475997192
728,0.02051581921739571,0.003711542502088812,0.003357036042359691
729,0.02070744527592893,0.003714914259557354,0.0030518509475997192
730,0.02091706162513609,0.003713124586690712,0.0024414807580797754
731,0.02114085632613021,0.0037119111784992454,0.0024414807580797754
732,0.021378829892240644,0.0037112627416489878,0.0027466658528397473
733,0.021632888157391433,0.0037083134100614006,0.0030518509475997192
734,0.0219049367934596,0.0037002008827662215,0.0030518509475997192
735,0.022194976646414767,0.003686906548572085,0.0027466658528397473
736,0.02250110455730419,0.003671237424221123,0.0030518509475997192
737,0.022825229825261677,0.003650251409141019,0.0027466658528397473
738,0.023165451458785437,0.003626707835984435,0.0027466658528397473
739,0.023521775477312407,0.0036004742768593876,0.0024414807580797754
740,0.023892303147897045,0.0035742603750908023,0.0021362956633198035
741,0.024275136509086803,0.0035507588000642516,0.0024414807580797754
742,0.02467218856576402,0.0035269459242992687,0.0030518509475997192
743,0.02508727703096111,0.003496957024177247,0.0030518509475997192
744,0.025520408735009447,0.003460641833152226,0.0030518509475997192
745,0.02597159227973176,0.0034178111120732805,0.0027466658528397473
746,0.02643893259540981,0.0033710939130442734,0.0027466658528397473
747,0.026922441967249335,0.0033202199616438064,0.0027466658528397473
748,0.027422133795227368,0.0032648944586267325,0.0027466658528397473
749,0.02793802267161694,0.0032047963744126088,0.0024414807580797754
750,0.028468218979227723,0.003142434803060026,0.0027466658528397473
751,0.02901464544238818,0.0030745722938286687,0.0027466658528397473
752,0.02957731994841699,0.0030008153268619043,0.0024414807580797754
753,0.03015435647600302,0.002923593885987404,0.0021362956633198035
754,0.03074387069437727,0.0028453007608410857,0.0021362956633198035
755,0.031345884752925546,0.0027654486631248114,0.0021362956633198035
756,0.03196042110844454,0.002683543541884963,0.0024414807580797754
757,0.03258940815164873,0.0025962232894160635,0.0027466658528397473
758,0.0332347748623288,0.0025001128412882627,0.0018311105685598315
759,0.033890829826256394,0.0024032358431135283,0.0018311105685598315
760,0.034557600610708165,0.002304985812579648,0.0018311105685598315
761,0.0352351150028563,0.0022047514301939387,0.0018311105685598315
762,0.03592340118372349,0.002101912712228796,0.0018311105685598315
763,0.03662248790352569,0.0019958371531433533,0.0015259254737998596
764,0.03733049917231139,0.0018887340378016908,0.0015259254737998596
765,0.03804746541563817,0.0017799340020709436,0.0015259254737998596
766,0.03877341735382082,0.0016687611976368272,0.0018311105685598315
767,0.03951029168128474,0.0015516708416395699,0.0018311105685598315
768,0.04025812028579724,0.0014279614042361824,0.0012207403790398877
769,0.04101312577752552,0.0013026104698565125,0.0012207403790398877
770,0.04177534363992377,0.0011748374007052153,0.0012207403790398877
771,0.04254480982729371,0.001043851200717281,0.0012207403790398877
772,0.043321560988688765,0.0009088455895599585,0.0009155552842799158
773,0.04410372920713603,0.0007718522411967988,0.0003051850947599719
774,0.044887542230748895,0.0006377356974351231,0.0003051850947599719
775,0.04567303935304482,0.0005056314971289309,0.0003051850947599719
776,0.0464602590424234,0.0003746933323709272,0.0
777,0.047247333702339946,0.00024694582485460556,0.0003051850947599719
778,0.04803620637733688,0.00011870449164981081,0.0006103701895199438
779,0.04882881919683762,-1.3695016704242166e-05,0.0006103701895199438
780,0.04962520894412356,-0.0001510619342869239,-0.0003051850947599719
781,0.050419697131723666,-0.00028565703903933484,-0.0003051850947599719
782,0.05121232316037193,-0.0004183471495660808,-0.0003051850947599719
783,0.052003125635775894,-0.0005499815937046906,-0.0006103701895199438
784,0.05279023712945656,-0.000678539446910534,-0.0003051850947599719
785,0.05357560088571392,-0.0008077095859858624,-0.0003051850947599719
786,0.0543592537785851,-0.0009383032422143784,-0.0003051850947599719
787,0.055141232857708125,-0.0010711355104888341,-0.0006103701895199438
788,0.055919670093316394,-0.0012041722380845212,-0.0012207403790398877
789,0.05669079261017418,-0.0013325351694460882,-0.0012207403790398877
790,0.05745463856712469,-0.0014570637999089457,-0.0006103701895199438
791,0.0582150557575381,-0.001584284589609921,-0.0012207403790398877
792,0.058968268924652796,-0.0017092668879455392,-0.0012207403790398877
793,0.059714314559086365,-0.0018328134902420696,-0.0012207403790398877
794,0.0604532285093682,-0.0019557130663451195,-0.0015259254737998596
795,0.06118314072486284,-0.0020758870002353476,-0.0015259254737998596
796,0.06190408645678218,-0.0021941108199834357,-0.0015259254737998596
797,0.06261610017451695,-0.00231114285411741,-0.0015259254737998596
798,0.06331921578807702,-0.002427729125386797,-0.0015259254737998596
799,0.06401346686559808,-0.0025446081359937213,-0.0021362956633198035
800,0.06469507587335177,-0.0026567991310672973,-0.0021362956633198035
801,0.06536407633582177,-0.002765039649138614,-0.0018311105685598315
802,0.06602240591962019,-0.002872895866205998,-0.0018311105685598315
803,0.06667009567122943,-0.0029810508084190494,-0.0024414807580797754
804,0.06730336555355382,-0.0030844686404218713,-0.0024414807580797754
805,0.06792224658879656,-0.0031838318504955436,-0.0024414807580797754
806,0.06852676844038255,-0.0032797930343905313,-0.0021362956633198035
807,0.06911886509510884,-0.0033758374171121335,-0.0030518509475997192
808,0.06969284761845794,-0.0034639958973756648,-0.0030518509475997192
809,0.07024874355917995,-0.003544874544598299,-0.0027466658528397473
810,0.07078848369019791,-0.0036218878778006168,-0.0024414807580797754
811,0.07131399669608655,-0.0036984044760615944,-0.0024414807580797754
812,0.07182530466650112,-0.0037749103150278825,-0.0027466658528397473
813,0.07232052406269433,-0.003849030026452462,-0.0030518509475997192
814,0.07279777134304362,-0.003918388176123195,-0.0030518509475997192
815,0.07325706776746217,-0.00398345248202701,-0.0030518509475997192
816,0.07369843323007648,-0.004044660615221902,-0.0030518509475997192
817,0.0741218863933852,-0.004102423151280532,-0.0027466658528397473
818,0.07452935029932332,-0.004159984537035728,-0.0030518509475997192
819,0.07491893603039398,-0.0042148510666221795,-0.0030518509475997192
820,0.07529066009697719,-0.004267385969832657,-0.003662221137119663
821,0.07564072726581508,-0.004312219065867986,-0.003357036042359691
822,0.0759710580910144,-0.004352540069348107,-0.003662221137119663
823,0.07627975994694815,-0.004385773690100584,-0.003357036042359691
824,0.07656874988423398,-0.00441503256775648,-0.003357036042359691
825,0.07683803743533989,-0.004440526416998412,-0.003357036042359691
826,0.07708763099264576,-0.004462439870613493,-0.003357036042359691
827,0.07731753786859773,-0.004480933802861487,-0.003357036042359691
828,0.07752776434866798,-0.004496146494568007,-0.003357036042359691
829,0.0777183157374997,-0.004508194648293625,-0.003357036042359691
830,0.07788919639857117,-0.004517174260930999,-0.003357036042359691
831,0.07804040978767054,-0.0045231613601360715,-0.003357036042359691
832,0.07817195848043126,-0.004526212610099707,-0.003967406231879635
833,0.0782800332242348,-0.004520649394926076,-0.003357036042359691
834,0.07836844586417152,-0.004512207365334275,-0.003357036042359691
835,0.0784371948045349,-0.004500851415676203,-0.003357036042359691
836,0.07848627762388377,-0.0044865282740747655,-0.003662221137119663
837,0.07851378557999213,-0.004466308082375315,-0.003967406231879635
838,0.07851780907948966,-0.004437242258045668,-0.003662221137119663
839,0.07850024780749247,-0.004402061403614503,-0.003357036042359691
840,0.07846299891198107,-0.004363440303494813,-0.0030518509475997192
841,0.07840795778706795,-0.004324015155313062,-0.003357036042359691
842,0.0783332078699307,-0.004280684047798437,-0.003662221137119663
843,0.07823683236696793,-0.00423033999468068,-0.004272591326639607
844,0.07811500787880336,-0.004166993158839541,-0.003662221137119663
845,0.07797153093535379,-0.0040960422556637725,-0.0030518509475997192
846,0.07781019433728628,-0.004022803952010951,-0.0030518509475997192
847,0.07763097773371032,-0.003946830526198513,-0.0021362956633198035
848,0.07743957657426097,-0.003876234437901397,-0.0015259254737998596
849,0.07723978003915229,-0.0038162526874412823,-0.0024414807580797754
850,0.07702585142281182,-0.0037578651758047935,-0.0030518509475997192
851,0.07679396254926525,-0.0036949769858705944,-0.003357036042359691
852,0.07654219118525554,-0.003624361466048349,-0.003662221137119663
853,0.07626861380637118,-0.003542763562438548,-0.003357036042359691
854,0.07597511564344665,-0.0034525958777907907,-0.0015259254737998596
855,0.07567310620768687,-0.003370492770180548,-0.0012207403790398877
856,0.075364465123036,-0.0032987434719508107,-0.0021362956633198035
857,0.07504345238184168,-0.0032282552542792914,-0.0027466658528397473
858,0.0747062364318176,-0.003152858932039013,-0.0030518509475997192
859,0.074350891568333,-0.003069251489231832,-0.0027466658528397473
860,0.07397930165157279,-0.002979815367430522,-0.0009155552842799158
861,0.07360287561916394,-0.002901172276746158,-0.0012207403790398877
862,0.07321968233223537,-0.002829899637779548,-0.0021362956633198035
863,0.07282398277410793,-0.0027569265400187175,-0.0027466658528397473
864,0.07241194552828384,-0.002676086796501702,-0.0030518509475997192
865,0.07198164417690489,-0.0025840617062865426,-0.0027466658528397473
866,0.07153496101911379,-0.0024831993660232045,-0.0012207403790398877
867,0.07108139709341169,-0.0023872101742757504,-0.0006103701895199438
868,0.07062473444371105,-0.0023011741081275594,-0.0006103701895199438
869,0.07016494553798844,-0.002224485453800929,-0.0015259254737998596
870,0.06969628923777262,-0.00214802663476564,-0.0021362956633198035
871,0.06921493257231694,-0.002065597278685813,-0.0024414807580797754
872,0.06871894812366153,-0.0019738566853256152,-0.0012207403790398877
873,0.06821593419720391,-0.0018837176011182381,-0.0009155552842799158
874,0.06770776996641581,-0.0017974593452379012,-0.0009155552842799158
875,0.06719442957693636,-0.0017145131180399129,-0.0009155552842799158
876,0.06667588828750684,-0.0016343346087781634,-0.0018311105685598315
877,0.06614640584464312,-0.0015478257256816685,-0.0018311105685598315
878,0.06560595925066161,-0.001454480521094336,-0.0003051850947599719
879,0.06506405112948478,-0.0013680442399731008,0.0
880,0.06452256019470853,-0.0012907860802394006,-0.0006103701895199438
881,0.0639776506790311,-0.001216444151574348,-0.0012207403790398877
882,0.06342548944748592,-0.0011388144782135843,-0.0015259254737998596
883,0.06286414968899426,-0.0010545697144666896,-0.0003051850947599719
884,0.062301231087494365,-0.0009746529154276631,0.0
885,0.06173861496687661,-0.0009013907062312657,-0.0006103701895199438
886,0.061172467429444904,-0.0008285623325653006,-0.0006103701895199438
887,0.060602767461478094,-0.0007557054918963531,-0.0012207403790398877
888,0.060025683198266976,-0.0006766441581210625,-0.0015259254737998596
889,0.05943928825456087,-0.0005880603554606287,-0.0009155552842799158
890,0.058847370928655655,-0.0004951716487439849,0.0
891,0.058255622275381246,-0.0004059937456206152,0.0003051850947599719
892,0.057665921139381356,-0.0003227987272081242,0.0
893,0.05707633645411918,-0.0002421656280464713,0.0
894,0.056486844356870215,-0.0001635694673804275,-0.0006103701895199438
895,0.05589361074414176,-8.078496753870594e-05,0.0
896,0.055300424047868335,9.67369157499714e-07,0.0
897,0.05470726052306159,8.22099330451899e-05,0.0
898,0.05411409672078537,0.0001634586012677404,0.0
899,0.0535209093383208,0.0002452260341784589,0.0
900,0.05292767507119947,0.0003280249306445525,0.0
901,0.052334370466159325,0.0004123712630522081,0.0006103701895199438
902,0.05174478274966942,0.000493071049492057,0.0009155552842799158
903,0.05116079321652126,0.0005677983045912959,0.0006103701895199438
904,0.05058047323186647,0.0006399204952731187,0.0006103701895199438
905,0.05000380136174221,0.0007099091688928509,0.0003051850947599719
906,0.049428851431646825,0.0007810776652535214,0.0003051850947599719
907,0.0488556033668099,0.0008538676299322363,0.0003051850947599719
908,0.04828403675406059,0.0009287281534536054,0.0006103701895199438
