step,x,theta,force
106,1.9067880565683808,-0.1652377218289138,-0.1272621845149083
107,1.9017447774067544,-0.16260817296809066,-0.12298959318826869
108,1.8959814935868464,-0.15988051009021312,-0.11780144657734916
109,1.88952977591345,-0.15708574677705642,-0.11505478072450942
110,1.882405956002211,-0.15423178520090347,-0.11230811487166967
111,1.8746263480034329,-0.15132612335636925,-0.11108737449262979
112,1.8661977398383347,-0.14836180863622367,-0.10925626392406995
113,1.8571307091642868,-0.14533720944830228,-0.10681478316599018
114,1.8474396223331135,-0.142255979964783,-0.1043733024079104
115,1.8371388297395985,-0.13912141133715217,-0.10193182164983063
116,1.826242666843199,-0.1359364550936657,-0.0988799707022309
117,1.8147692607041057,-0.13270939742818214,-0.09674367503891111
118,1.802731017108883,-0.12943974657266688,-0.09399700918607135
119,1.7901441367183015,-0.12613241951788431,-0.09155552842799158
120,1.7770229063423633,-0.12278925489618532,-0.08880886257515183
121,1.7633835064094754,-0.11941470420123301,-0.08606219672231208
122,1.7492421085196859,-0.11601301387952652,-0.0827051606799524
123,1.7346186836966464,-0.11259392313495246,-0.08178960539567248
124,1.719517968223642,-0.10914433627030833,-0.07934812463759269
125,1.7039542113911366,-0.10566523963984314,-0.07629627368999298
126,1.6879454623911199,-0.10216312181442026,-0.07293923764763328
127,1.6715116674532913,-0.09864714712803299,-0.06866664632099369
128,1.6546784801174297,-0.0951348822811074,-0.06653035065767388
129,1.6374582235746942,-0.09162394125788838,-0.06439405499435408
130,1.6198632225307046,-0.08811197500272804,-0.06225775933103427
131,1.6019058025174258,-0.08459665586006204,-0.06012146366771447
132,1.583598289214382,-0.08107566226198398,-0.056764427625354774
133,1.564960625746511,-0.07755804965642096,-0.05401776177251503
134,1.5460089458561277,-0.07404716244638639,-0.05188146610919522
135,1.5267555757872304,-0.07054068461203623,-0.04882961516159551
136,1.5072185582318098,-0.06704490098560051,-0.04699850459303567
137,1.4874083189325145,-0.06355473930340351,-0.04303109836115604
138,1.4673486208333766,-0.06008515884139512,-0.040284432508316294
139,1.4470556102225876,-0.05663976651331786,-0.03814813684499649
140,1.4265416298985556,-0.05321660593815539,-0.03631702627643666
141,1.405817124751862,-0.049811028312084143,-0.033570360423596915
142,1.3848982613680483,-0.04642709201907025,-0.030823694570757162
143,1.3638012118661136,-0.04306897580385576,-0.028077028717917417
144,1.3425421550103485,-0.039741003653600164,-0.02594073305459761
145,1.321133466898144,-0.036441960046457805,-0.023194067201757866
146,1.2995913429162864,-0.03317653626701468,-0.02044740134891812
147,1.2779319870561896,-0.029949612722298912,-0.019531846064638203
148,1.256160181201127,-0.02674914925415265,-0.017090365306558428
149,1.234290244794807,-0.023577633367079544,-0.013428144169438765
150,1.212344126569054,-0.0204491518720629,-0.011291848506118961
151,1.1903342568807784,-0.017363693401613207,-0.009155552842799158
152,1.1682730784125404,-0.014321520485448666,-0.007629627368999298
153,1.146169235266258,-0.011317453586321852,-0.005493331705679495
154,1.1240351947578824,-0.008352302951023287,-0.0021362956633198035
155,1.1018910569754794,-0.005438552581148696,-0.0003051850947599719
156,1.0797474058173049,-0.002574643092498879,0.0012207403790398877
157,1.0576129343198462,0.00024351857717894686,0.0030518509475997192
158,1.0354982551731093,0.0030168529345147525,0.0057985168004394665
159,1.0134197105376215,0.005737417415803924,0.006714072084719382
160,0.991382222379255,0.008414136530010897,0.009155552842799158
161,0.9694002551034194,0.011041311520461769,0.011597033600878933
162,0.9474882855277338,0.013612968216433634,0.013122959074678793
163,0.9256550880730159,0.016131395525862707,0.015259254737998596
164,0.9039132638658691,0.018592817444150388,0.016785180211798457
165,0.8822716181942549,0.020998839602161194,0.018311105685598315
166,0.8607389725489519,0.02335070944811357,0.019531846064638203
167,0.8393222587373099,0.025652183985167304,0.021668141727958008
168,0.8180341402304704,0.027898107845044918,0.024109622486037784
169,0.7968892001092674,0.030080153084789958,0.026245918149357585
170,0.77590013170108,0.032192501331843884,0.027466658528397473
171,0.7550739302972228,0.034237504216217796,0.02990813928647725
172,0.734425232435533,0.03620564895707884,0.03143406476027711
173,0.7139629776548669,0.03809557016909768,0.032654805139317
174,0.6936942220578189,0.03990827552904971,0.033875545518356885
175,0.6736260440671021,0.04164428054788562,0.034791100802636796
176,0.6537636388728405,0.04330647051116212,0.03601184118167669
177,0.6341141288574103,0.04489439217440619,0.03723258156071657
178,0.6146846574642013,0.04640712781890424,0.040284432508316294
179,0.5954938205716244,0.04782616273858552,0.04181035798211615
180,0.5765507092364194,0.04914678535832072,0.0424207281716361
181,0.5578587257406084,0.05037225759054018,0.04303109836115604
182,0.5394213006226459,0.051505220086325285,0.04425183874019593
183,0.5212457020093973,0.05254200461562685,0.04425183874019593
184,0.5033316040216037,0.05348977518307251,0.04394665364543596
185,0.4856768033856202,0.05435794133065737,0.045472579119235815
186,0.46829055304498834,0.05513822808884289,0.04608294930875576
187,0.451176413449301,0.055830418917390344,0.045472579119235815
188,0.43433035002751036,0.05644515511520683,0.04577776421399579
189,0.41775406879633337,0.056983960898743476,0.045167394024475845
190,0.40144358290514826,0.05745642993221633,0.04577776421399579
191,0.38540254754508874,0.05786026358912168,0.04577776421399579
192,0.36963082689038285,0.0581984497638962,0.045472579119235815
193,0.35412639983591154,0.05847639503787073,0.044862208929715874
194,0.3388853591548289,0.05870194338007361,0.0445570238349559
195,0.3239057199768427,0.05887970494738445,0.044862208929715874
196,0.3091893225171179,0.059008253298800606,0.044862208929715874
197,0.2947361157087611,0.05908871245832842,0.045167394024475845
198,0.2805479676286941,0.05911904272883876,0.044862208929715874
199,0.2666229501639942,0.059102605395367894,0.0445570238349559
200,0.2529591496060517,0.05904244474361225,0.04394665364543596
201,0.23955276067923553,0.05894416185751176,0.04364146855067599
202,0.2264018956631727,0.05881022888459311,0.04394665364543596
203,0.21350848778923,0.0586371718949185,0.04364146855067599
204,0.200870670522026,0.05842699664636397,0.0424207281716361
205,0.1884808735282435,0.05819001940758824,0.0424207281716361
206,0.1763391571438186,0.05792491154093399,0.04303109836115604
207,0.16444939943487769,0.05762446959594512,0.04211554307687612
208,0.15280596147128933,0.05729557575998488,0.04181035798211615
209,0.14140702448084436,0.056939183602177215,0.04119998779259621
210,0.13024887281920794,0.0565589198120422,0.04089480269783624
211,0.11932970374554604,0.05615538460185425,0.04089480269783624
212,0.10864962640406456,0.055726174433867876,0.040589617603076264
213,0.09820685157998008,0.055271591728018925,0.039674062318796346
214,0.08799578730866844,0.05479748306058858,0.038758507034516436
215,0.07801084885705628,0.054309535143621294,0.03814813684499649
216,0.06824836211336324,0.053810458488503785,0.03814813684499649
217,0.058708467061190234,0.05329716968618555,0.03784295175023652
218,0.04938940180840242,0.0527693684619815,0.03753776665547655
219,0.04028940853408088,0.05222666489099792,0.03662221137119663
220,0.03140292337504005,0.051674284849184786,0.03601184118167669
221,0.022726291798169217,0.0511145068408376,0.03540147099215674
222,0.014255862017248426,0.050549548591912366,0.03509628589739677
223,0.005989889463537403,0.049978727494642515,0.034485915707876826
224,-0.002075274081789289,0.049404182419956706,0.034180730613116855
225,-0.00994137004387567,0.04882516141620848,0.03295999023407697
226,-0.01761585422676526,0.04824945186733622,0.032654805139317
227,-0.02510046575800272,0.047676250647576676,0.03234962004455702
228,-0.03239694471716921,0.047104775697925025,0.03204443494979705
229,-0.039507031905758314,0.04653426095103095,0.03143406476027711
230,-0.046434373801764746,0.04596680598763233,0.030823694570757162
231,-0.05318261718362292,0.04540451678389116,0.030518509475997192
232,-0.059753504538178126,0.044846664193993524,0.02990813928647725
233,-0.06615068503659649,0.04429540669104366,0.029602954191717275
234,-0.07237590393819361,0.04375007614089367,0.028992584002197334
235,-0.07843281361030217,0.04321290121018903,0.02868739890743736
236,-0.08432316292126932,0.04268329319537802,0.028382213812677387
237,-0.09004870308048758,0.04216071502145764,0.027771843623157447
238,-0.09561309270384458,0.041647532769087,0.0271614734336375
239,-0.10101999244436355,0.04114615718604507,0.02685628833887753
240,-0.10627116042367274,0.04065620322668169,0.02655110324411756
241,-0.11136835815129852,0.04017736050920644,0.026245918149357585
242,-0.1163133504145646,0.03970939088029754,0.02563554795983764
243,-0.12110981045274054,0.03925498203927983,0.02533036286507767
244,-0.12575950937344096,0.038814034923204496,0.025025177770317698
245,-0.1302642221755515,0.03838653618904477,0.024719992675557724
246,-0.13462572772103598,0.037972557583752925,0.024414807580797754
247,-0.13884580873128,0.03757225585555515,0.024414807580797754
248,-0.1429243465209119,0.03718301733235042,0.024109622486037784
249,-0.1468631316083379,0.03680517059151938,0.023499252296517836
250,-0.1506658629833986,0.036441970109602366,0.023194067201757866
251,-0.15433433761892906,0.03609388644968675,0.022888882106997896
252,-0.15787035669093386,0.03576148271707389,0.022888882106997896
253,-0.1612738204072272,0.03544256142733594,0.022583697012237922
254,-0.16454653877486614,0.035137880208480486,0.02227851191747795
255,-0.1676903256707066,0.03484828187190554,0.02227851191747795
256,-0.17070509374276532,0.034571842981396095,0.02197332682271798
257,-0.17359266527771822,0.034309591550845224,0.021362956633198035
258,-0.17635677166064823,0.034065495001412316,0.02105777153843806
259,-0.17899924303197845,0.03384075413178883,0.02044740134891812
260,-0.18152382006673773,0.03363954072786476,0.02044740134891812
261,-0.18393043834217704,0.03346043614701144,0.019837031159398173
262,-0.18622285083781961,0.03330788301116987,0.02075258644367809
263,-0.188395290220015,0.03317218159076841,0.021668141727958008
264,-0.19044199675224066,0.03304379964407205,0.02227851191747795
265,-0.19235912085188345,0.03291616763977134,0.022888882106997896
266,-0.19414281502748265,0.032782762192992435,0.023194067201757866
267,-0.19579113733169565,0.03263992105021558,0.022888882106997896
268,-0.19730595483271912,0.03248965841842046,0.023194067201757866
269,-0.1986853212165012,0.032328215989405724,0.023499252296517836
270,-0.19992728803505286,0.03215178856375186,0.023194067201757866
271,-0.20103371431198422,0.03196221335868185,0.022888882106997896
272,-0.20200645477544796,0.031761233018170604,0.023194067201757866
273,-0.2028435496946591,0.0315447940994961,0.022583697012237922
274,-0.2035487521016297,0.031317340844128266,0.022583697012237922
275,-0.20412199990504917,0.031077506782935783,0.022583697012237922
276,-0.20456322785198505,0.030823855905149324,0.02197332682271798
277,-0.20487617784200643,0.03056058733034347,0.02197332682271798
278,-0.2050607771110604,0.030286099701082057,0.021668141727958008
279,-0.20511885549125627,0.030001587638330978,0.021668141727958008
280,-0.2050503342406998,0.0297053182584511,0.021362956633198035
281,-0.20485703710132835,0.029398352143973752,0.02105777153843806
282,-0.204540784446657,0.02908167570765713,0.02105777153843806
283,-0.20410148821872384,0.028753351074149204,0.02044740134891812
284,-0.20354286831046303,0.028417092753212744,0.02044740134891812
285,-0.20286483054054696,0.028070828090431557,0.020142216254158147
286,-0.20206918382327688,0.027715291249056213,0.019837031159398173
287,-0.20115773420681463,0.02735115328482394,0.019226660969878233
288,-0.20013419046449277,0.026981883755411662,0.019226660969878233
289,-0.19899844814787115,0.026605184041508946,0.019226660969878233
290,-0.19775040133211158,0.026218723121937373,0.01892147587511826
291,-0.1963918473456897,0.02582298013596917,0.01892147587511826
292,-0.19492267532903615,0.025415515562008748,0.01892147587511826
293,-0.193342771755241,0.02499383127700342,0.01892147587511826
294,-0.19165201973004822,0.024555355157052514,0.01892147587511826
295,-0.18985029827494782,0.024097425308005804,0.018616290780358286
296,-0.18793938699270793,0.023620131072890505,0.018311105685598315
297,-0.18592105990898217,0.023123439062448865,0.018005920590838345
298,-0.18379708549787152,0.022607193721902865,0.01770073549607837
299,-0.18156922667226053,0.022071117122824984,0.017090365306558428
300,-0.17924114615565584,0.02151766537824412,0.016785180211798457
301,-0.17681459557597912,0.02094631214607173,0.016479995117038484
302,-0.17429132157987337,0.020356421484901445,0.01586962492751854
303,-0.17167497110824195,0.019750102046427544,0.01586962492751854
304,-0.16896537493723007,0.01912363052935606,0.015259254737998596
305,-0.16616616998942751,0.01847889511168852,0.014648884548478652
306,-0.16328098741938324,0.01781765693605436,0.014038514358958708
307,-0.16031345315503365,0.017141562028391635,0.013733329264198737
308,-0.1572652829590474,0.0164492947017674,0.013122959074678793
309,-0.15414009378111695,0.015742303323634237,0.012512588885158849
310,-0.15094149794346493,0.015021934343408136,0.012207403790398877
311,-0.14767119810263554,0.0142865836057676,0.011597033600878933
312,-0.14433279853560813,0.013537420456021337,0.011291848506118961
313,-0.14092799377309856,0.012772661932143112,0.010376293221839045
314,-0.13746228530967702,0.01199615382878846,0.009765923032319102
315,-0.13393926471977066,0.011208785758183907,0.009155552842799158
316,-0.13036252021654782,0.010411373308712177,0.008545182653279214
317,-0.12673563690656856,0.009604663653713442,0.00793481246375927
318,-0.12306219702319421,0.0087893406925958,0.007324442274239326
319,-0.11934578014036817,0.007966029759717193,0.007019257179479354
320,-0.11558805789121203,0.0071324438283918035,0.0061037018951994385
321,-0.11179451057611242,0.006291961762765989,0.0057985168004394665
322,-0.10796680459835563,0.00544218142056092,0.005493331705679495
323,-0.10410660438375777,0.004580657178952781,0.005188146610919523
324,-0.10021557169234878,0.0037048847758020627,0.004882961516159551
325,-0.09629536491764272,0.0028122858768334126,0.004272591326639607
326,-0.09234954385506912,0.0019030504823976642,0.004272591326639607
327,-0.08837785250643389,0.0009715460314829236,0.003662221137119663
328,-0.08438384107876423,1.77514527245809e-05,0.0030518509475997192
329,-0.08037105339889047,-0.0009584948012812901,0.0021362956633198035
330,-0.0763449323951938,-0.0019546366624763733,0.0009155552842799158
331,-0.07231282005068687,-0.0029654014793271686,-0.0006103701895199438
332,-0.06828395813271727,-0.003982783921942729,-0.0021362956633198035
333,-0.06426758421212256,-0.004998870986000218,-0.003357036042359691
334,-0.06027102846804447,-0.006008649728605268,-0.004577776421399579
335,-0.05630162144141772,-0.007007099142821643,-0.00640888698995941
336,-0.05237050643460857,-0.007983442211983893,-0.008239997558519242
337,-0.04848882997141247,-0.008926830692069542,-0.009765923032319102
338,-0.044665839403288804,-0.009829135276363287,-0.011291848506118961
339,-0.04091079150202413,-0.010682018988354023,-0.011597033600878933
340,-0.03722533289209002,-0.011488318190483883,-0.011902218695638905
341,-0.03361112436781955,-0.012250557438740319,-0.013122959074678793
342,-0.030075556489366332,-0.012962393327565203,-0.013733329264198737
343,-0.026622221495083396,-0.013622920621922423,-0.013428144169438765
344,-0.023249009677736902,-0.01423948998602979,-0.014038514358958708
345,-0.019959542445978938,-0.014810554423461523,-0.014038514358958708
346,-0.016753642889587948,-0.01534000542760581,-0.013428144169438765
347,-0.013627336242442712,-0.01583716303810822,-0.013733329264198737
348,-0.010582376058618895,-0.016302511004331714,-0.014648884548478652
349,-0.007624336059297522,-0.01673061367011957,-0.015259254737998596
350,-0.004756893625449331,-0.017118692564678774,-0.015564439832758568
351,-0.0019818313664293125,-0.017466592009365785,-0.01586962492751854
352,0.0006990566276624554,-0.017773903750513707,-0.016479995117038484
353,0.0032820592956155133,-0.018037108238090006,-0.01617481002227851
354,0.005769170268379764,-0.018261002953719303,-0.01586962492751854
355,0.008162370515031967,-0.018450106939806754,-0.01617481002227851
356,0.010459818838025712,-0.018602975716986027,-0.015564439832758568
357,0.012665380380170937,-0.018726518255352632,-0.016479995117038484
358,0.01477338268407479,-0.01881312644556175,-0.01586962492751854
359,0.0167876720775034,-0.018869295408678616,-0.01434369945371868
360,0.018717800602642654,-0.01890986006741727,-0.015259254737998596
361,0.02055806805844177,-0.018926601990800027,-0.015259254737998596
362,0.022308486082755513,-0.01891977721340653,-0.015259254737998596
363,0.023969059478473827,-0.01888949140585928,-0.01434369945371868
364,0.02554550260071333,-0.01884427442684478,-0.014648884548478652
365,0.02703590132290539,-0.018781077477758083,-0.014954069643238624
366,0.028438337234238425,-0.018696757514678936,-0.015564439832758568
367,0.02974898132586721,-0.018585200348096374,-0.013733329264198737
368,0.030979242038341355,-0.01846301971601777,-0.014038514358958708
369,0.03212718193055154,-0.01832665386577269,-0.014038514358958708
370,0.033192765951965374,-0.01817533165220679,-0.01434369945371868
371,0.0341740495413636,-0.018005334717908873,-0.015564439832758568
372,0.03506336751884275,-0.017804277216436327,-0.01434369945371868
373,0.035868292876552896,-0.017582516952110903,-0.01281777397991882
374,0.03659829515004043,-0.017353073492689025,-0.011902218695638905
375,0.03725902706190087,-0.017123120424273313,-0.013122959074678793
376,0.03784280101911383,-0.016879778755371385,-0.013733329264198737
377,0.03834574016182625,-0.016615881667992907,-0.013428144169438765
378,0.03876968012559748,-0.01633275107938225,-0.013122959074678793
379,0.03911645065160608,-0.016031579201480243,-0.012512588885158849
380,0.03938978141665082,-0.01571629468146779,-0.011291848506118961
381,0.039597207832744626,-0.015396427989251995,-0.011902218695638905
382,0.03973482855856299,-0.015064273701419597,-0.011291848506118961
383,0.03980636274724169,-0.014723528776896061,-0.012207403790398877
384,0.03980599875310843,-0.014363523394143303,-0.011597033600878933
385,0.03973744973946743,-0.0139878227891853,-0.010376293221839045
386,0.03960823426959602,-0.013605586500333772,-0.00946073793755913
387,0.039423960959928006,-0.013223017247002268,-0.010071108127079073
388,0.039180709253206505,-0.012831986966629128,-0.00946073793755913
389,0.03888218033934552,-0.012435797199932668,-0.008545182653279214
390,0.03853397845255413,-0.012040554120841648,-0.007629627368999298
391,0.03814170635741393,-0.011652331443553115,-0.00793481246375927
392,0.037703345229260964,-0.011265776975576972,-0.008239997558519242
393,0.037216878250527656,-0.010875582788844087,-0.00793481246375927
394,0.0366841000164211,-0.01048216749468926,-0.007324442274239326
395,0.0361087095511466,-0.010088784800009312,-0.006714072084719382
396,0.035494404960087836,-0.009698668139587951,-0.0061037018951994385
397,0.03484488436270728,-0.009315051206263476,-0.00640888698995941
398,0.03415813039550208,-0.00893261411953961,-0.00640888698995941
399,0.033434033029792094,-0.008548936074254,-0.0057985168004394665
400,0.032676293526940035,-0.00816731990904483,-0.005188146610919523
401,0.03188861279639336,-0.007791060675280806,-0.005493331705679495
402,0.031068975907144955,-0.007414892109345723,-0.004882961516159551
403,0.030221085898526467,-0.007042156123893777,-0.004272591326639607
404,0.029348645839274046,-0.006676195240901293,-0.003967406231879635
405,0.02845345430481681,-0.00631751552707551,-0.003662221137119663
406,0.027537311814426372,-0.005966665816110209,-0.004272591326639607
407,0.026596304529588152,-0.005615666401959001,-0.003662221137119663
408,0.02563414278411072,-0.005268019648516486,-0.0030518509475997192
409,0.024654536871350642,-0.004927227001626211,-0.003357036042359691
410,0.023655481596651432,-0.004588236528904968,-0.0030518509475997192
411,0.022638784697663825,-0.004251755918513298,-0.0021362956633198035
412,0.021610065399277126,-0.003924220634974274,-0.0018311105685598315
413,0.020571132678662632,-0.0036063656060449857,-0.0018311105685598315
414,0.01952189259327086,-0.003296124007107132,-0.0012207403790398877
415,0.018466064948235383,-0.0029972065167590974,-0.0012207403790398877
416,0.017403560760910937,-0.002707655441447694,-0.0018311105685598315
417,0.016330483322852928,-0.0024198681092048886,-0.0015259254737998596
418,0.015248655070558904,-0.002134875598266644,-0.0021362956633198035
419,0.014154182485750486,-0.0018451454546837918,-0.0009155552842799158
420,0.01305460577343287,-0.0015603121962667252,0.0009155552842799158
421,0.011961274756191166,-0.0012956969136329074,0.0
422,0.010868391276019407,-0.001040927567778162,0.0
423,0.009775879435081255,-0.0007943343760263006,-0.0006103701895199438
424,0.008679855184001104,-0.0005485932249090105,0.0
425,0.0075840587688225086,-0.00030786451317609464,-0.0003051850947599719
426,0.0064865142168884634,-6.773932470525206e-05,0.0009155552842799158
427,0.005394774432010336,0.00016186847028546808,0.0009155552842799158
428,0.004308770539991593,0.00038247411877789003,0.0012207403790398877
429,0.0032303421709480324,0.0005926682695575273,0.0006103701895199438
430,0.0021556150735379865,0.000799559461056559,0.0012207403790398877
431,0.0010883399338271259,0.0009987576071909532,0.0006103701895199438
432,2.4646434148682846e-05,0.0011972847041240963,0.0009155552842799158
433,-0.0010336170733144235,0.0013935395105505463,0.0012207403790398877
434,-0.0020846020440394024,0.0015859165520733694,0.0012207403790398877
435,-0.003128364769456005,0.0017756542458225416,0.0018311105685598315
436,-0.004161149453800087,0.00195825008408852,0.0012207403790398877
437,-0.005186821494215161,0.0021406178147591916,0.0024414807580797754
438,-0.00619781131513677,0.0023124767615518025,0.0024414807580797754
439,-0.007194171225406311,0.0024749777157827934,0.0018311105685598315
440,-0.008179761493734635,0.0026349216015344964,0.0024414807580797754
441,-0.00915081775619793,0.002787617399371324,0.0024414807580797754
442,-0.010107385889722294,0.0029340744003301194,0.0021362956633198035
443,-0.011051415178942023,0.0030781143769891585,0.0027466658528397473
444,-0.011979136658804191,0.003214945077624984,0.0027466658528397473
445,-0.01289059164460604,0.0033454754367169457,0.0024414807580797754
446,-0.013787724870118248,0.003473427110887036,0.003357036042359691
447,-0.014664857316596207,0.003591049143268755,0.003357036042359691
448,-0.015522025685043742,0.0036991489495943686,0.0027466658528397473
449,-0.01636307468555331,0.003804185183494737,0.0027466658528397473
450,-0.017188035324443914,0.003906839986295697,0.0030518509475997192
451,-0.017995032243477503,0.004004917959213315,0.0030518509475997192
452,-0.018784094887310507,0.00409906688531373,0.0030518509475997192
453,-0.019555251387782413,0.004189905666423219,0.0030518509475997192
454,-0.020308528749722186,0.004278028410832072,0.0027466658528397473
455,-0.021045858513827405,0.004366866541697187,0.0030518509475997192
456,-0.021765360470898023,0.004454117937044298,0.0030518509475997192
457,-0.0224670601023495,0.004540343192230369,0.0030518509475997192
458,-0.023150982434434534,0.004626092889752678,0.0030518509475997192
459,-0.023817152199037885,0.004711911136769576,0.0027466658528397473
